着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,9,タイセツレーヴ,牡3,56.0,石川倭,1:30.0,,1,1.1,38.6,大井 真島大輔,523(+10)
2,2,2,ホクトヴェルテクス,牡3,56.0,矢野貴之,1:31.4,7,5,27.6,40.1,大井 上杉昌宏,489(-21)
3,3,3,ドリームパンサー,牝3,54.0,藤田凌,1:31.5,3/4,8,43.1,39.7,大井 高野毅,467(-8)
4,7,11,アンパンタイム,牝3,54.0,藤本現暉,1:31.5,アタマ,3,12.5,40.2,大井 高橋清顕,442(+1)
5,4,5,ドリームミヤギ,牡3,56.0,西啓太,1:31.6,3/4,4,18.6,39.4,大井 荒井朋弘,480(0)
6,5,7,カレックス,牡3,56.0,服部茂史,1:31.8,3/4,2,10.6,39.7,大井 橋本和馬,510(-2)
7,7,10,ファンキーヤンキー,牡3,55.0,☆谷内貫太,1:31.9,1/2,9,79.5,39.9,大井 嶋田幸晴,466(-9)
8,1,1,ミラクルロマンス,牝3,51.0,▲杉山海波,1:32.0,クビ,11,105.2,40.0,大井 納谷和玖,411(0)
9,4,4,トネタロウ,牡3,56.0,本田正重,1:32.2,1,6,27.6,39.6,大井 朝倉実,497(-7)
10,8,13,ポロリス,牝3,54.0,石川駿介,1:32.5,1.1/2,13,130.1,40.5,大井 朝倉実,445(-3)
11,6,8,ヤマジュンハッピ,牝3,54.0,田中洸多,1:32.7,1,12,112.2,39.8,大井 小野寺晋,420(-5)
12,8,12,ロジャーバロン,牡3,54.0,△中山遥人,1:32.9,1,10,93.3,40.7,大井 福永敏,427(-6)
13,5,6,ケテンビート,牡3,56.0,笹川翼,1:33.4,2.1/2,7,39.7,41.6,大井 上杉昌宏,489(+4)
