コーナー,通過順
1コーナー,"5,3,4,1,7,2,9,6,8"
2コーナー,"5,3,(1,4),7,(2,9),6,8"
3コーナー,"5,3,7,4,9,6,1,8,2"
4コーナー,"5,3,7,9,4,6,8,1,2"
