着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,ジョーアラモード,牡6,56.0,鷹見陸,1:29.9,,6,21.6,38.2,大井 蛯名雄太,488(-2)
2,2,2,アメージングビュー,牝4,54.0,和田譲治,1:30.2,1.3/4,5,21.5,37.8,大井 高橋清顕,462(-11)
3,8,12,ベルジャッド,牝4,54.0,矢野貴之,1:30.3,1/2,2,5.4,38.6,大井 澤佳宏,424(+3)
4,4,4,ジューンノールック,牝4,54.0,桑村真明,1:30.6,1.3/4,4,16.8,38.6,大井 立花伸,495(-1)
5,1,1,ラストフロンティア,牡5,56.0,高野誠毅,1:30.6,ハナ,7,29.0,37.8,大井 村上頼章,449(+1)
6,6,7,トライコーン,牡6,56.0,西啓太,1:31.0,2,3,11.8,39.2,大井 荒井朋弘,495(+2)
7,3,3,ピコピンク,牝4,54.0,藤田凌,1:31.3,1.1/2,1,1.3,38.2,大井 荒山勝徳,500(+1)
8,8,11,サンクスグランパ,セ8,56.0,千田洋,1:32.1,4,8,40.5,39.8,大井 大宮和也,483(+9)
9,5,5,ウィンドチェイサー,牡4,55.0,☆谷内貫太,1:32.3,3/4,9,58.7,39.2,大井 的場直之,561(-6)
10,7,9,ヤマト,牡4,56.0,田中洸多,1:32.7,2,10,115.1,39.4,大井 荒井朋弘,485(+6)
11,7,10,プレミアリッチ,牝4,54.0,東原悠善,1:32.7,ハナ,12,229.6,40.2,大井 庄子昭彦,433(0)
12,5,6,シカレ,牝4,54.0,本村直樹,1:32.8,1/2,11,130.1,39.9,大井 高岩孝敏,430(-4)
