コーナー,通過順
1コーナー,"(11,1),(4,6)=3,8-(2,9),12,7,10-5"
2コーナー,"11,(1,4),6=3,8-2,(12,9),(7,10)-5"
3コーナー,"(11,1),(4,6)-(3,8),2,10,(12,5),9-7"
4コーナー,"(11,1),6,4,3,(2,8,10),12,(9,5),7"
