券種,組み合わせ,配当,人気
単勝,6,120,1
複勝,6,100,1
複勝,3,110,2
複勝,2,130,3
枠連,3-6,280,1
馬連,3-6,330,2
ワイド,3-6,150,1
ワイド,2-6,160,2
ワイド,2-3,330,4
馬単,6-3,390,2
3連複,2-3-6,350,1
3連単,6-3-2,870,1
