券種,組み合わせ,配当,人気
単勝,12,610,3
複勝,12,170,3
複勝,3,130,2
複勝,8,260,5
枠連,3-8,490,3
馬連,3-12,620,3
ワイド,3-12,270,3
ワイド,8-12,610,10
ワイド,3-8,470,6
馬単,12-3,1890,7
3連複,3-8-12,1770,8
3連単,12-3-8,8240,24
