着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,7,スリーボビー,牡5,56.0,矢野貴之,1:28.7,,2,3.1,38.5,大井 藤田輝信,526(+4)
2,6,9,メープルピア,セ4,53.0,▲高橋優,1:28.9,1.1/4,6,11.8,39.1,大井 渡辺和雄,451(-3)
3,4,5,エキゾチックガール,牝4,54.0,本田正重,1:29.1,1.1/4,10,34.4,38.7,大井 栗田裕光,419(+5)
4,8,13,ジョーアラモード,牡6,56.0,鷹見陸,1:29.3,1,5,10.9,38.7,大井 蛯名雄太,478(-7)
5,6,8,サブノモアナ,牝4,54.0,西啓太,1:29.3,アタマ,9,26.4,39.8,大井 堀千亜樹,505(+2)
6,8,12,ニューブリッジ,牝4,54.0,達城龍次,1:29.8,2.1/2,4,9.2,38.9,大井 福永敏,492(-11)
7,3,3,トサノオウマサン,牝4,51.0,▲小野俊斗,1:29.9,1/2,12,246.3,39.1,大井 栗田泰昌,400(-4)
8,7,11,ホウオウチェスター,牡4,56.0,和田譲治,1:29.9,ハナ,3,7.1,40.1,大井 渡辺和雄,468(0)
9,2,2,アドリビタム,牡4,56.0,笹川翼,1:29.9,クビ,1,3.0,40.5,大井 高橋清顕,475(-2)
10,5,6,ウイングウインド,牡8,56.0,田中洸多,1:30.3,2,11,35.3,40.8,大井 橋本和馬,480(0)
11,4,4,ブルームノーズ,牡4,56.0,藤田凌,1:30.5,3/4,7,24.1,40.8,大井 宗形竹見,479(+4)
12,7,10,ハネガハエテマス,牡4,56.0,澤田龍哉,1:31.2,3.1/2,8,24.4,41.6,大井 真島大輔,508(+4)
13,1,1,フロウオブタイム,牝4,54.0,東原悠善,1:31.7,2.1/2,13,329.1,41.1,大井 佐々木洋,482(-3)
