着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,カノアレディー,牝7,54.0,新原周馬,1:14.7,,1,2.0,38.2,大井 蛯名雄太,495(+2)
2,7,10,カプチーノ,牝4,54.0,仲原大生,1:15.5,4,8,42.0,37.8,大井 佐々木洋,440(+1)
3,5,6,エムティキング,牡4,55.0,☆谷内貫太,1:15.6,1/2,3,6.8,38.8,大井 的場直之,451(+3)
4,7,11,アウスラフラッグ,牝4,54.0,藤田凌,1:15.7,1/2,2,3.8,38.0,大井 阪本一栄,491(-2)
5,4,5,ジーティーウララ,牝4,54.0,岡村健司,1:15.9,1.1/4,5,11.5,38.2,大井 高岩孝敏,432(+1)
6,1,1,ブライトフォース,牡4,53.0,▲杉山海波,1:15.9,クビ,9,43.2,38.8,大井 鷹見浩,463(-2)
7,6,8,ピックアンドロール,牡5,56.0,江里口裕,1:16.1,1,6,15.1,37.6,大井 鷹見浩,481(-1)
8,8,12,ウイントルヴェール,牡6,56.0,東原悠善,1:16.5,2,4,10.2,39.0,大井 庄子昭彦,450(+1)
9,8,13,オルチャタ,牝4,53.0,☆中山遥人,1:16.7,1,10,54.6,38.8,大井 朝倉実,421(-3)
10,5,7,ヴェントフォルテ,牝4,54.0,本村直樹,1:17.0,1.3/4,11,275.6,40.3,大井 庄子昭彦,427(-6)
11,6,9,プレミアリッチ,牝4,54.0,松崎正泰,1:17.2,1,13,464.0,40.0,大井 庄子昭彦,439(+6)
12,2,2,シュパネントパール,牝4,54.0,野畑凌,1:17.4,3/4,7,26.0,39.9,大井 澤佳宏,445(-10)
13,4,4,ショウナンマナ,牝6,54.0,横川怜央,1:17.9,2.1/2,12,279.2,39.4,大井 庄子昭彦,463(+2)
