着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,エースアビリティ,牡5,56.0,野畑凌,1:46.0,,2,5.0,39.8,大井 福永敏,489(-6)
2,6,8,マイネルオデーサ,セ5,56.0,東原悠善,1:46.3,1.3/4,5,19.2,40.1,大井 赤嶺本浩,444(-4)
3,5,6,アベニンスマイル,牡5,56.0,横川怜央,1:46.4,1/2,3,5.1,40.4,大井 鈴木啓之,533(+2)
4,4,4,ビップレーヌ,牝5,54.0,菅原涼太,1:46.7,1.1/2,8,55.2,40.3,大井 栗田泰昌,476(-2)
5,7,10,シャドウルパン,牡5,56.0,石川倭,1:46.8,3/4,1,1.9,40.6,大井 荒山勝徳,506(0)
6,1,1,アウトビアンキ,牡6,56.0,藤本現暉,1:47.0,1,4,5.2,40.4,大井 高橋清顕,513(+3)
7,3,3,チューウィー,牝7,54.0,遠藤健太,1:47.3,1.1/2,12,188.3,40.4,大井 佐々木忠,471(-9)
8,6,9,レペンテ,牝4,54.0,町田直希,1:47.4,クビ,11,147.6,39.6,大井 栗田泰昌,409(+3)
9,8,13,ユウシンイモン,牡7,56.0,達城龍次,1:47.4,アタマ,9,67.4,40.3,大井 佐宗応和,513(+29)
10,2,2,カフジテルビウム,牡5,56.0,千田洋,1:47.7,1.1/2,6,34.3,41.1,大井 松浦裕之,522(+18)
11,7,11,ジーゲル,セ5,56.0,高橋昭平,1:48.6,4,13,346.2,40.2,大井 佐々木忠,401(0)
12,8,12,グッドボーイ,セ7,56.0,高野誠毅,1:50.0,7,7,52.3,41.8,大井 納谷和玖,467(-1)
13,5,7,ミッキーチャレンジ,牡7,56.0,仲原大生,1:50.4,2,10,136.4,42.9,大井 栗田泰昌,499(-26)
