着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,クアッズ,セ4,56.0,石川駿介,1:42.2,,6,15.7,39.1,大井 納谷和玖,480(0)
2,6,9,トワイライト,牡4,56.0,矢野貴之,1:42.3,1/2,3,5.4,39.0,大井 福永敏,448(-2)
3,5,7,ブラヴォケラトプス,牡4,56.0,和田譲治,1:42.3,クビ,1,2.6,38.7,大井 赤嶺亮,525(-3)
4,4,4,グランダイト,セ4,56.0,西啓太,1:42.4,3/4,2,2.9,38.7,大井 荒井朋弘,478(-2)
5,5,6,ボラボラフレイバー,牡6,56.0,笹川翼,1:42.4,ハナ,5,13.5,38.3,大井 月岡健二,456(-5)
6,7,11,トーアナカヨシ,牝4,54.0,藤田凌,1:43.1,3.1/2,9,57.4,38.6,大井 堀江仁,476(-6)
7,2,2,バジルフレイバー,牝8,54.0,東原悠善,1:43.3,1,12,315.3,38.6,大井 井上弘之,473(+3)
8,1,1,ヨシノローズ,牝7,54.0,中村尚平,1:43.5,1,8,31.3,39.4,大井 渡辺和雄,469(+3)
9,3,3,ピンネシリ,牡5,56.0,本田正重,1:43.5,アタマ,4,10.4,38.5,大井 真島大輔,508(-1)
10,7,10,センジュ,牡7,56.0,江里口裕,1:43.8,1.1/2,11,103.3,39.5,大井 佐々木洋,480(-2)
11,8,12,ニジノカナタニ,牝4,54.0,野畑凌,1:45.7,9,7,20.4,42.3,大井 上杉昌宏,465(-2)
12,6,8,デルバイス,牡7,56.0,遠藤健太,1:45.9,1,13,611.9,40.3,大井 佐々木忠,443(-5)
13,8,13,ミチノディディ,牝4,54.0,達城龍次,1:46.1,3/4,10,91.9,42.7,大井 鷹見浩,442(0)
