着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,7,ペピタドーロ,牡4,56.0,石川倭,1:27.7,,2,3.6,37.0,大井 荒山勝徳,491(+16)
2,3,4,ワールドエイム,牝4,54.0,矢野貴之,1:27.8,1/2,1,3.0,36.9,大井 渡辺和雄,501(+4)
3,4,6,ベンテイガ,セ7,56.0,服部茂史,1:28.4,3,9,27.9,36.3,大井 米田英世,510(+4)
4,7,11,サクハル,牡7,56.0,野畑凌,1:28.4,ハナ,5,14.9,37.8,大井 坂井英光,501(-2)
5,6,10,チャダルクン,牡5,56.0,藤本現暉,1:28.8,2,7,18.4,37.2,大井 赤嶺本浩,541(0)
6,5,8,ヨゾラノムコウニ,牡5,56.0,江里口裕,1:28.9,クビ,13,312.1,37.5,大井 上杉昌宏,504(-5)
7,6,9,ウインアイリーン,牝7,54.0,本田正重,1:29.0,1/2,6,17.0,37.8,大井 須田和伸,466(-6)
8,8,13,コスモブライヤー,牡7,56.0,桑村真明,1:29.3,1.1/2,4,7.9,37.9,大井 栗田裕光,513(+9)
9,4,5,プレストステラ,牡6,56.0,本橋孝太,1:29.4,1/2,8,27.7,37.8,大井 鷹見浩,508(-2)
10,1,1,トチノヒーロー,セ8,56.0,岡村健司,1:29.4,ハナ,11,259.6,38.2,大井 嶋田幸晴,435(-2)
11,2,2,ラインエンジェル,牝9,54.0,高野誠毅,1:29.5,3/4,10,124.1,38.6,大井 鷹見浩,484(+1)
12,3,3,シャルマンジャン,牡7,56.0,笹川翼,1:29.8,1.3/4,3,4.0,38.6,大井 福永敏,506(-6)
13,8,14,ヴァルタリ,牡5,56.0,福原杏,1:29.9,3/4,12,279.4,38.1,大井 阪本一栄,521(-2)
14,7,12,ジーゲル,セ5,53.0,▲小野俊斗,1:30.1,3/4,14,598.7,38.1,大井 佐々木忠,403(+1)
