着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,12,ピーターセン,牡3,56.0,矢野貴之,1:43.0,,1,2.3,39.1,大井 藤田輝信,483(+11)
2,2,2,セルフエース,牡3,56.0,藤田凌,1:43.6,3,2,3.4,39.4,大井 立花伸,553(-6)
3,4,6,ベガエメラルド,牝3,54.0,石川駿介,1:44.5,4,8,38.3,40.4,大井 松浦裕之,458(+5)
4,3,3,フジパールマン,牡3,53.0,▲杉山海波,1:44.9,2,11,75.1,39.8,大井 岡野尚光,442(-2)
5,5,8,トビーンズ,牝3,54.0,千田洋,1:45.5,3,9,42.0,40.7,大井 大宮和也,463(+5)
6,3,4,ダイナマイトガンモ,牝3,54.0,鷹見陸,1:45.7,1,3,5.6,41.7,大井 福田真広,468(+1)
7,1,1,ルカドリーマー,牝3,54.0,和田譲治,1:46.0,1.1/2,7,32.1,41.6,大井 朝倉実,472(-3)
8,4,5,サスケリアン,牝3,53.0,☆谷内貫太,1:46.1,クビ,12,98.2,41.5,大井 嶋田幸晴,426(+11)
9,8,14,メガコウチャハイ,牝3,54.0,瀬川将輝,1:46.9,4,6,22.2,42.5,大井 市村誠,418(-3)
10,6,10,オーシャンクロノス,牝3,54.0,達城龍次,1:47.0,1/2,13,110.9,41.9,大井 荒井朋弘,448(0)
11,5,7,ココクイック,牝3,54.0,野畑凌,1:48.1,5,4,11.1,43.0,大井 月岡健二,429(+10)
12,8,13,ユウユウチャパティ,牝3,54.0,菅原涼太,1:48.7,3,14,256.0,43.2,大井 穂刈隆志,447(0)
13,7,11,シジミノヒナコ,牝3,54.0,横川怜央,1:49.7,5,10,70.9,45.4,大井 吉井竜一,412(+2)
14,6,9,フォーカス,牡3,56.0,西啓太,1:51.7,10,5,12.5,45.6,大井 橋本和馬,458(-5)
