券種,組み合わせ,配当,人気
単勝,5,820,4
複勝,5,430,4
複勝,6,200,2
馬連,5-6,1730,6
ワイド,5-6,310,7
ワイド,4-5,250,5
ワイド,4-6,140,1
馬単,5-6,3350,11
3連複,4-5-6,340,2
3連単,5-6-4,5350,20
