馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ライシアム,牡5,,大井・月岡健二,差し,4.1,2,3,こじし座(C2),40.7,457(-3),大井,25,中3週,,,0,グレーターロンドン,ファルブラヴ,
2,2,ハックルベリー,牡4,藤田凌,大井・佐野謙二,差し,19.6,5,14,こじし座(C2),43.5,516(+3),大井,25,中3週,,,0,ダンカーク,マヤノトップガン,
3,3,ベアウェイトゥゴー,牝5,松崎正,大井・佐々木忠,追込,308.4,10,9,C212(C213),40.5,489(+1),大井,25,中3週,,,0,ルーラーシップ,ダイワメジャー,
4,4,マジェスティルール,牡4,木澤奨,大井・村上頼章,追込,170.5,9,8,C2十 1,39.7,425(+3),大井,24,中2週,,,0,ルーラーシップ,ディープインパクト,
5,5,コスモギンガ,牝9,田中洸,大井・小野寺晋,追込,167.1,8,9,こじし座(C2),41.9,482(-3),大井,25,中3週,,,0,ゴールドシップ,シンボリルドルフ,
6,6,アンタンシオン,牝4,矢野貴,大井・福永敏,差し,5.2,3,2,C2七 八,40.4,504(+21),大井,143,中19週,,,1,ワールドエース,キングヘイロー,
7,7,トウテイラン,牝4,鷹見陸,大井・大宮和也,追込,35.4,7,8,C2二 (C2三),40.7,473(0),大井,21,中2週,,,0,サトノクラウン,アドマイヤジャパン,
8,7,フタバサクセス,牡4,藤本現,大井・鷹見浩,差し,7.6,4,5,こじし座(C2),41.3,453(-6),大井,25,中3週,,,0,サンダースノー,ハービンジャー,
9,8,シャークウォーニン,牡8,中山遥,大井・佐宗応和,追込,31.3,6,7,C2七 (C2八),39.2,480(+6),大井,23,中2週,,,0,ダノンシャーク,アグネスデジタル,
10,8,イイデテッシン,牡4,笹川翼,大井・村上頼章,先行,1.7,1,1,C3二 (C3三),39.8,516(0),大井,57,中7週,,,0,グァンチャーレ,ゴールドアリュール,
