着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,6,エムオーナイナー,牡8,56.0,達城龍次,1:14.2,,5,7.8,37.7,大井 久保杉隆,483(+9)
2,2,2,コトブキエース,牡6,53.0,▲西優哉,1:14.4,1.1/4,4,7.0,37.5,大井 渡部則夫,473(+1)
3,8,12,ロクスマリアンヌ,牝7,54.0,西啓太,1:14.9,2.1/2,3,5.5,38.8,大井 橋本和馬,455(-7)
4,4,5,ミユンガー,牡4,56.0,藤田凌,1:15.1,1,7,14.6,38.6,大井 堀千亜樹,477(+5)
5,1,1,ヴァレンシアスノー,牝6,54.0,石川駿介,1:15.1,クビ,1,3.2,39.0,大井 吉井竜一,447(+2)
6,5,7,ヨシノルビー,牝4,54.0,和田譲治,1:15.3,1,6,9.9,38.0,大井 市村誠,418(+6)
7,7,10,ソニックサンライズ,牝4,54.0,中村尚平,1:15.6,1.3/4,9,62.8,38.4,大井 渡辺和雄,424(+6)
8,7,11,マハーギータ,牝4,54.0,東原悠善,1:15.9,1.3/4,13,300.0,38.2,大井 佐々木忠,438(+3)
9,3,3,ファインスカート,牝5,54.0,藤本現暉,1:16.0,1/2,8,47.2,39.2,大井 久保杉隆,462(+1)
10,6,9,ジョリーハーモニー,牝6,54.0,吉井章,1:16.3,1.1/2,2,3.8,38.6,大井 的場直之,517(+5)
11,6,8,ラッキー,牝4,53.0,☆谷内貫太,1:16.4,1/2,10,80.0,39.9,大井 佐野謙二,500(0)
12,8,13,アイズアフロディテ,牝4,54.0,町田直希,1:16.4,クビ,11,213.3,38.1,大井 渡部則夫,507(-1)
13,4,4,ラインストライカー,セ7,56.0,本村直樹,1:16.5,クビ,12,273.9,38.4,大井 鷹見浩,475(-2)
