コーナー,通過順
1コーナー,"7,11,14,13,2,4,6,1,(3,10),12,9,8,5"
2コーナー,"7,11,14,2,13,4,6,(1,3),12,10,8,9,5"
3コーナー,"7,14,(3,12),2,11,6,4,13,9,1,8,(10,5)"
4コーナー,"7,(14,3),12,2,6,(4,11),9,(1,13),5,8,10"
