券種,組み合わせ,配当,人気
単勝,5,190,1
複勝,5,110,1
複勝,3,210,3
複勝,2,280,4
枠連,3-4,660,2
馬連,3-5,690,2
ワイド,3-5,320,2
ワイド,2-5,520,5
ワイド,2-3,1990,22
馬単,5-3,1020,2
3連複,2-3-5,3050,9
3連単,5-3-2,10080,22
