着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,4,リッキーフェイス,牝5,51.0,▲高橋優,1:14.2,,6,13.8,38.6,大井 澤佳宏,479(+1)
2,1,1,ケンヴィヴァルディ,牡5,56.0,石川倭,1:14.2,ハナ,1,3.1,37.7,大井 堀千亜樹,525(+2)
3,5,8,スキャロップ,牡4,56.0,江里口裕,1:14.6,2,9,35.6,37.4,大井 上杉昌宏,466(-2)
4,2,2,ビッティンキバラ,牡5,56.0,矢野貴之,1:14.6,アタマ,2,4.2,37.9,大井 佐野謙二,519(-1)
5,4,5,ニンリル,牝4,54.0,和田譲治,1:14.7,1/2,8,26.9,38.6,大井 嶋田幸晴,467(-6)
6,5,7,フォースチルドレン,牡7,56.0,桑村真明,1:15.0,1.1/2,10,52.6,38.0,大井 中道啓二,501(+1)
7,6,9,レーベンヘルツ,牡5,56.0,古岡勇樹,1:15.3,1.1/2,12,172.9,39.2,大井 遠藤茂,477(+2)
8,4,6,アトラスライズ,牝5,54.0,安藤洋一,1:15.3,アタマ,5,8.7,38.8,大井 鷹見浩,450(-2)
9,6,10,ベネチアフレイバー,牝6,54.0,服部茂史,1:15.3,ハナ,4,5.9,40.1,大井 坂井英光,506(-4)
10,8,14,ヤマノウォーリア,牡6,56.0,藤本現暉,1:15.5,3/4,11,134.8,39.0,大井 佐々木洋,496(+1)
11,8,13,ラリタス,牡4,56.0,達城龍次,1:15.5,アタマ,7,14.3,39.2,大井 鈴木啓之,523(0)
12,7,11,バンドールロゼ,牡7,56.0,菅原涼太,1:16.3,4,13,513.8,39.5,大井 小野寺晋,491(-2)
13,3,3,タブロー,牝4,54.0,鷹見陸,1:16.5,3/4,3,5.8,40.6,大井 藤田輝信,466(-3)
除外,7,12,オースミメッシーナ,牝7,54.0,西啓太,,,,,,大井 鷹見浩,
