コーナー,通過順
1コーナー,"14-1,(8,4,9)-(6,10),2,12,(3,5,13),11"
2コーナー,"14=1,(8,9)-4,10,6,(2,12),5,(3,13)-11"
3コーナー,"14,(1,9),8,(2,10,13),(3,4,12,5),(6,11)"
4コーナー,"14,1,(8,9),(2,10),13,5,(3,12)-6,(11,4)"
