券種,組み合わせ,配当,人気
単勝,3,2920,6
複勝,3,430,7
複勝,11,210,3
複勝,7,120,1
枠連,3-7,8080,18
馬連,3-11,9960,21
ワイド,3-11,1410,17
ワイド,3-7,620,7
ワイド,7-11,310,2
馬単,3-11,19500,40
3連複,3-7-11,4240,13
3連単,3-11-7,74600,186
