馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ラバテラリュージュ,牡6,中山遥,大井・佐野謙二,差し,68.6,11,10,赤坂見附(C1),40.1,519(+2),大井,24,中2週,,,0,ワンダーアキュート,スターキングマン,
2,2,マムティプリンス,牡4,西啓太,大井・荒井朋弘,差し,9.9,4,8,風花特別(C1C2),41.9,509(-5),大井,42,中5週,,,0,コパノリッキー,デュランダル,
3,3,アクアジェット,牡4,矢野貴,大井・宗形竹見,差し,3.2,2,3,C1五 六,39.7,468(-3),大井,23,中2週,,,0,ビーチパトロール,サクラバクシンオー,
4,3,ゲルタ,牡5,東原悠,大井・佐々木洋,差し,250.2,14,14,C1七 八,39.0,525(0),大井,24,中2週,,,0,モーリス,Elusive Quality,
5,4,カレンマウラー,牡5,櫻井光,大井・堀江仁,追込,131.2,12,10,C1二 (C1三),40.6,478(+3),大井,22,中2週,,,0,シュヴァルグラン,シェルゲーム,
6,4,オメガオリーブ,牝7,本村直,大井・高岩孝敏,差し,245.9,13,10,C1七 八,38.2,416(+3),大井,24,中2週,,,0,ゴールドシップ,キングカメハメハ,
7,5,ジャスティンパワー,牡7,達城龍,大井・宗形竹見,差し,6.1,3,1,C1七 八,39.6,474(+8),大井,24,中2週,,,0,ドレフォン,アグネスタキオン,
8,5,グリークトレジャー,牡4,佐野遥,大井・田中正人,先行,12.1,5,8,C1二 (C1三),40.7,460(-7),大井,22,中2週,,,0,カリフォルニアクローム,ディープインパクト,
9,6,ベストリオン,牡7,吉井章,大井・橋本和馬,差し,23.3,9,13,C1二 (C1三),39.0,480(-3),大井,22,中2週,,,0,リオンディーズ,マヤノトップガン,
10,6,リケアミネオラ,牡6,千田洋,大井・吉井竜一,差し,20.1,7,5,神明坂賞(B3),39.1,430(-6),大井,122,中16週,,,0,ダノンレジェンド,キングカメハメハ,
11,7,サトノエンパイア,牡5,和田譲,大井・赤嶺亮,差し,2.7,1,6,C1二 (C1三),40.0,434(0),大井,22,中2週,,,0,サトノクラウン,ディープインパクト,
12,7,マイネルイージス,牡7,菅原涼,大井・小野寺晋,追込,19.9,6,7,赤坂見附(C1),39.0,493(0),大井,24,中2週,,,0,ゴールドシップ,ディアブロ,
13,8,サウスヴィルステラ,牝4,福原杏,大井・荒井朋弘,追込,22.1,8,7,河津桜特(C1C2),39.2,531(+5),大井,23,中2週,,,0,ラニ,エンパイアメーカー,
14,8,アンニンドウフ,牡6,高橋昭,大井・赤嶺本浩,追込,59.9,10,12,C1二 (C1三),38.5,496(-5),大井,22,中2週,,,0,ラニ,カジノドライヴ,
