着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,グロリオサ,牡6,56.0,安藤洋一,1:55.0,,11,86.3,38.8,大井 嶋田幸晴,448(0)
2,4,8,トランジェント,牝5,54.0,澤田龍哉,1:55.0,クビ,7,17.4,39.5,大井 田中正人,473(+3)
3,3,5,シャドウルパン,牡5,56.0,石川倭,1:55.2,3/4,5,11.6,39.9,大井 荒山勝徳,504(-1)
4,1,1,ケイアイエルナト,牡5,56.0,矢野貴之,1:55.3,3/4,2,3.7,39.5,大井 立花伸,524(-8)
5,4,7,ヒルノデプラーツ,牡7,56.0,和田譲治,1:55.5,3/4,8,20.8,39.5,大井 須田和伸,501(+1)
6,8,16,モズユウガ,牡7,56.0,吉井章,1:55.6,3/4,3,5.0,39.3,大井 松浦裕之,498(-1)
7,3,6,グッドボーイ,セ7,56.0,高野誠毅,1:55.7,1/2,14,133.3,38.6,大井 納谷和玖,465(-3)
8,6,11,スルガダイナゴン,牡4,56.0,御神本訓,1:55.9,1.1/4,4,6.4,39.8,大井 佐宗応和,514(-3)
9,7,13,アーススピリット,牡5,55.0,☆佐野遥久,1:56.1,3/4,12,108.5,39.3,大井 納谷和玖,543(+1)
10,5,9,マイネルオデーサ,セ5,56.0,東原悠善,1:56.4,1.1/2,15,183.9,39.9,大井 赤嶺本浩,445(+1)
11,2,3,リックマーベル,牡8,56.0,桑村真明,1:56.9,2.1/2,10,69.9,40.2,大井 須田和伸,475(-5)
12,5,10,グラッブザトップ,牡7,56.0,本田正重,1:56.9,クビ,6,15.5,41.1,大井 的場直之,586(+4)
13,7,14,レペンテ,牝4,54.0,町田直希,1:57.3,2,16,377.5,39.8,大井 栗田泰昌,406(-7)
14,2,4,ココナッツガーデン,セ5,56.0,藤本現暉,1:57.9,3,1,3.3,42.1,大井 荒山勝徳,443(+3)
15,8,15,イチニチショチョウ,牡5,55.0,☆谷内貫太,1:58.8,4,13,114.9,42.6,大井 嶋田幸晴,505(+2)
16,6,12,ベイデンマリーナ,牝5,54.0,笹川翼,1:59.8,5,9,54.5,44.0,大井 福田真広,455(-1)
