馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジェーボンド,牡5,秋元耕,大井・高岩孝敏,差し,251.5,13,12,C212(C213),39.7,468(-5),大井,17,中1週,,,0,ダノンシャーク,スピニングワールド,
2,2,ブライトフォース,牡4,桑村真,大井・鷹見浩,差し,131.1,10,6,C218,38.5,468(-2),大井,19,中2週,,,0,ロジャーバローズ,Quiet American,
3,2,カプチーノ,牝4,横川怜,大井・佐々木洋,差し,72.8,8,5,C218,37.8,428(-4),大井,19,中2週,,,0,スマートファルコン,カフェラピード,
4,3,ハンターウルフ,牡4,瀬川将,大井・栗田裕光,差し,137.1,11,9,トム・ア(C216),39.9,476(-3),大井,18,中2週,,,0,ラブリーデイ,アグネスタキオン,
5,3,サウンドルークス,牡5,笹川翼,大井・鈴木啓之,差し,10.1,3,10,C212(C213),40.1,486(+8),大井,17,中1週,,,0,シニスターミニスター,ディープインパクト,
6,4,ザクラウン,牡5,和田譲,大井・佐宗応和,先行,7.6,2,2,C215(C216),39.5,498(+8),大井,18,中2週,,,0,ミュゼスルタン,アグネスデジタル,
7,4,キワミイモン,牡9,達城龍,大井・赤嶺亮,差し,10.9,4,3,C3一 二,37.3,477(+1),大井,18,中2週,,,0,ダノンシャンティ,キングカメハメハ,
8,5,エイコーカイザー,牡5,本村直,大井・高岩孝敏,差し,19.3,6,4,C212(C213),37.7,475(-3),大井,17,中1週,,,0,エピカリス,ブラックホーク,
9,5,ナツリュウオー,牝5,御神本,大井・須田和伸,差し,17.7,5,7,シャーリ(C2九),40.2,441(-14),大井,96,中13週,,,0,スズカコーズウェイ,プリサイスエンド,
10,6,オルチャタ,牝4,谷内貫,大井・朝倉実,差し,259.7,14,7,C218,38.3,423(+3),大井,19,中2週,,,0,オウケンワールド,オンファイア,
11,6,モンゲーヴィーナス,牝4,佐野遥,大井・阪本一栄,差し,294.1,15,12,C218,39.5,462(-2),大井,19,中2週,,,0,ロジャーバローズ,ジャイアントレッカー,
12,7,ビックバンブー,牡6,鷹見陸,大井・立花伸,差し,1.3,1,3,C2七 八,37.8,505(-2),大井,13,中1週,,,0,フリオーソ,フレンチデピュティ,
13,7,タケノオーカン,牡4,高野誠,大井・納谷和玖,差し,225.9,12,8,C218,39.2,433(+1),大井,19,中2週,,,0,サトノクラウン,ディープブリランテ,
14,8,フィライングレース,牝4,藤田凌,大井・坂井英光,先行,29.5,7,8,3歳六 七,39.1,435(+19),大井,118,中16週,,,0,ダンカーク,ダンスインザダーク,
15,8,サブノマカナ,牝4,高橋昭,大井・立花伸,差し,122.0,9,7,C215(C216),38.2,461(-2),大井,18,中2週,,,0,レッドファルクス,ローエングリン,
