コーナー,通過順
2コーナー,"(2,6,8,9),(4,7,10,13),(1,5,12,11),3"
3コーナー,"(2,6),(8,10),(4,9,11),7,5,(1,13),(3,12)"
4コーナー,"2,(6,8),(4,9,10),11,(7,5)-(1,3),(13,12)"
