着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,ダイヤノエース,牡4,56.0,石川倭,1:43.0,,3,8.2,39.1,大井 真島大輔,540(+1)
2,3,4,スカイイズユアーズ,牡5,56.0,和田譲治,1:43.0,クビ,2,4.5,39.5,大井 福永敏,517(+9)
3,6,10,ミクニサンシャイン,牡4,56.0,笹川翼,1:43.2,1.1/4,1,1.5,39.2,大井 藤田輝信,544(+22)
4,1,1,ナックジャスパー,牝6,54.0,高橋昭平,1:43.3,1/2,4,9.0,38.8,大井 立花伸,491(+1)
5,5,7,アイソタイプ,牡5,56.0,菅原涼太,1:43.5,3/4,6,45.5,40.0,大井 堀千亜樹,501(0)
6,4,6,モナミ,牝4,54.0,藤本現暉,1:44.0,2.1/2,7,62.8,39.8,大井 蛯名雄太,493(+2)
7,8,14,ロイヤルテール,牡4,56.0,矢野貴之,1:44.3,1.1/2,5,9.6,40.1,大井 福田真広,460(+3)
8,7,12,トキノカンピオーネ,牡4,56.0,服部茂史,1:44.5,1,8,106.5,40.1,大井 月岡健二,500(-1)
9,2,2,クリプトス,牡4,55.0,☆佐野遥久,1:44.7,3/4,10,229.6,39.9,大井 田中正人,504(+13)
10,8,13,ベクトルマッハ,牡4,56.0,江里口裕,1:45.0,1.3/4,11,251.4,40.2,大井 上杉昌宏,495(+2)
11,5,8,コイゴロモ,牝4,54.0,野畑凌,1:45.2,1,9,199.1,41.5,大井 松浦裕之,438(-4)
12,7,11,バブリングストーン,牡4,56.0,高野誠毅,1:45.3,1/2,13,454.7,40.7,大井 高橋清顕,463(+1)
13,6,9,ルトラセ,セ6,56.0,仲野光馬,1:45.8,2.1/2,14,600.7,41.3,大井 荒井朋弘,522(+2)
14,4,5,オイチノカタ,牝4,54.0,瀬川将輝,1:46.4,3,12,452.9,41.2,大井 井上弘之,417(-5)
