コーナー,通過順
2コーナー,"11,2,(6,12),(3,7,8),(4,5),(1,13),9,10"
3コーナー,"(11,2,6),(7,12),(3,5,8),(4,13)-1-9=10"
4コーナー,"(11,2),6,(7,12),(3,5,8),(4,13),1-9=10"
