券種,組み合わせ,配当,人気
単勝,8,260,1
複勝,8,160,2
複勝,2,180,3
複勝,12,1450,15
枠連,1-4,540,1
馬連,2-8,690,1
ワイド,2-8,350,2
ワイド,8-12,4930,43
ワイド,2-12,6250,54
馬単,8-2,1070,1
3連複,2-8-12,25650,79
3連単,8-2-12,65300,190
