券種,組み合わせ,配当,人気
単勝,12,180,1
複勝,12,110,1
複勝,8,250,4
複勝,9,140,2
枠連,5-7,460,2
馬連,8-12,1740,5
ワイド,8-12,550,6
ワイド,9-12,240,1
ワイド,8-9,970,13
馬単,12-8,2540,7
3連複,8-9-12,2030,3
3連単,12-8-9,11250,26
