券種,組み合わせ,配当,人気
単勝,1,790,4
複勝,1,190,4
複勝,5,300,6
複勝,7,150,1
枠連,1-5,3340,11
馬連,1-5,3760,15
ワイド,1-5,1530,17
ワイド,1-7,470,6
ワイド,5-7,630,8
馬単,1-5,9300,30
3連複,1-5-7,3720,15
3連単,1-5-7,25230,96
