券種,組み合わせ,配当,人気
単勝,6,120,1
複勝,6,120,1
複勝,12,230,5
複勝,8,260,6
枠連,4-7,400,2
馬連,6-12,530,3
ワイド,6-12,290,3
ワイド,6-8,450,6
ワイド,8-12,1550,17
馬単,6-12,850,4
3連複,6-8-12,2690,12
3連単,6-12-8,5600,18
