馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ウナモンタナアルタ,牡7,和田譲,大井・佐々木洋,先行,4.9,2,1,カノープ(B1),37.0,534(-3),大井,45,中5週,,,0,ホッコータルマエ,ゴールドアリュール,
2,2,グットディール,セ7,櫻井光,川崎・酒井忍,差し,41.5,7,4,,37.0,493(-4),大井,156,中21週,,,0,ビッグアーサー,サンデーサイレンス,
3,3,タイムモーメント,セ9,御神本,船橋・川島正一,差し,50.0,8,6,クリスマ(A2),38.3,495(+3),浦和,22,中2週,,,0,タイムパラドックス,シンボリクリスエス,
4,4,ベジャール,牡7,桑村真,大井・福永敏,差し,257.4,10,6,ラストト(A2B1),38.2,565(+2),大井,20,中2週,,,0,モーリス,アフリート,
5,5,オーシンロクゼロ,牡5,藤本現,大井・朝倉実,追込,38.0,6,6,,41.6,555(-14),大井,21,中2週,,,0,アジアエクスプレス,プリサイスエンド,
6,6,ハイエストポイント,牡8,西啓太,大井・橋本和馬,追込,343.8,11,8,C1ー6,40.6,464(+2),高知,46,中6週,,,0,シンボリクリスエス,ジャングルポケット,
7,6,ベニッシモ,セ7,菅原涼,大井・堀千亜樹,差し,192.1,9,8,マイルグ(A2),40.2,474(+8),大井,119,中16週,,,0,ラブリーデイ,Tobougg,
8,7,リコースパロー,牡4,澤田龍,大井・荒山勝徳,先行,1.4,1,1,クリスマ(A2),38.3,525(+1),浦和,22,中2週,,,0,シニスターミニスター,スウェプトオーヴァーボード,
9,7,ロードアラビアン,牡7,本田正,大井・村上頼章,差し,5.7,3,2,ノースウ(A2B1),37.3,520(+1),大井,44,中5週,,,0,サトノアラジン,サクラバクシンオー,
10,8,マザオ,牡6,,大井・嶋田幸晴,差し,19.6,4,3,ノースウ(A2B1),37.5,534(+12),大井,44,中5週,,,0,インカンテーション,ブライアンズタイム,
11,8,ユスティニアン,牡8,矢野貴,大井・的場直之,追込,19.6,5,6,,36.2,467(+29),福島,61,中8週,Y,,3,シニスターミニスター,ロージズインメイ,
