着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,ブルーヒサシン,牡4,57.0,藤田凌,1:12.2,,1,1.2,36.5,大井 立花伸,520(+2)
2,7,11,クレド,牡7,55.0,御神本訓,1:12.7,2.1/2,3,8.9,36.8,大井 坂井英光,430(-4)
3,3,3,シャインフォール,牡7,55.0,吉井章,1:13.4,3.1/2,5,16.6,37.1,大井 橋本和馬,476(-4)
4,2,2,カガヤキテンマ,牡4,57.0,矢野貴之,1:13.5,3/4,2,7.2,38.5,大井 上杉昌宏,488(+1)
5,5,6,ランベリー,牝4,55.0,菅原涼太,1:13.7,1,6,23.0,38.2,大井 赤嶺本浩,421(-8)
6,8,12,ニシノデフィレ,セ7,55.0,瀬川将輝,1:13.8,1/2,10,209.7,37.3,大井 市村誠,502(-7)
7,6,9,ダイバリオン,牡7,57.0,岡村健司,1:14.3,2.1/2,13,355.4,37.0,大井 嶋田幸晴,466(-6)
8,8,13,サッキーミツグ,牡5,57.0,高橋昭平,1:14.5,1,4,13.2,39.4,大井 立花伸,465(+5)
9,7,10,マイネルディレクト,牡5,55.0,鷹見陸,1:14.6,3/4,12,350.3,37.7,大井 宗形竹見,514(-3)
10,5,7,サブノハクタカ,牡8,57.0,藤本現暉,1:14.7,1/2,11,269.7,37.8,大井 鷹見浩,489(+3)
11,4,4,ランプロン,牡6,57.0,和田譲治,1:15.1,2,7,49.0,40.0,大井 赤嶺本浩,500(+8)
12,4,5,カンノンミカヅキ,牝4,53.0,西啓太,1:15.1,クビ,9,140.1,38.9,大井 橋本和馬,441(-9)
13,1,1,アイアンサイズ,牡7,57.0,安藤洋一,1:17.4,大,8,124.5,41.9,大井 佐宗応和,482(+9)
