馬番,枠番,馬名,性齢,斤量,騎手,前走着順,前走レース名,上がり3F,調教評価,脚質
1,1,オーシンソラ,牡2,54.0,和田譲治,,,38.5,,
6,6,コードイレヴン,牝2,54.0,笹川翼,,,39.7,,
2,2,アボーイ,牡2,54.0,藤本現暉,,,39.7,,
3,3,ノーブルミューズ,牝2,53.0,☆谷内貫太,,,40.2,,
4,4,フェスティヴ,牝2,54.0,達城龍次,,,40.7,,
5,5,シンガタマコト,牝2,54.0,石川駿介,,,42.1,,
