券種,組み合わせ,配当,人気
単勝,7,430,2
複勝,7,140,2
複勝,2,100,1
複勝,1,860,10
枠連,2-6,360,1
馬連,2-7,360,1
ワイド,2-7,190,1
ワイド,1-7,2120,24
ワイド,1-2,1170,16
馬単,7-2,970,3
3連複,1-2-7,3530,10
3連単,7-2-1,17490,52
