券種,組み合わせ,配当,人気
単勝,2,150,1
複勝,2,100,1
複勝,1,140,2
馬連,1-2,250,1
ワイド,1-2,150,1
ワイド,2-3,190,2
ワイド,1-3,410,7
馬単,2-1,450,1
3連複,1-2-3,430,1
3連単,2-1-3,1430,1
