券種,組み合わせ,配当,人気
単勝,4,510,3
複勝,4,200,4
複勝,11,120,1
複勝,9,270,7
枠連,4-8,550,2
馬連,4-11,660,3
ワイド,4-11,300,3
ワイド,4-9,1370,15
ワイド,9-11,640,8
馬単,4-11,1490,5
3連複,4-9-11,3150,12
3連単,4-11-9,11530,39
