馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ファーストメイト,牡5,矢野貴,大井・阪本一栄,追込,3.5,2,7,C1七 八,40.4,488(-2),大井,14,中1週,,,0,ゴールドシップ,Bernstein,
2,2,フランコルシャン,牡6,笹川翼,大井・市村誠,差し,5.2,3,1,楽天ポイ(B2),37.9,487(0),金沢,40,中5週,,,0,マクフィ,フジキセキ,
3,3,ナイトウォーリア,牡4,菅原涼,大井・田中正人,差し,41.5,10,9,C1七 八,41.9,464(0),大井,14,中1週,,,0,ベストウォーリア,コメート,
4,3,デスティニーホープ,牝4,吉井章,大井・的場直之,差し,20.7,5,10,オリオン(C1),42.3,464(+7),大井,112,中15週,,,0,カリフォルニアクローム,アドマイヤムーン,
5,4,ジャスティンパワー,牡7,服部茂,大井・宗形竹見,差し,72.7,11,12,C1七 八,44.2,468(+4),大井,14,中1週,,,0,ドレフォン,アグネスタキオン,
6,4,リュウノウィザード,牝4,千田洋,大井・吉井竜一,追込,170.4,14,6,C1七 八,40.4,486(+3),大井,14,中1週,,,0,アニマルキングダム,ネオユニヴァース,
7,5,イトウ,牡4,吉原寛,大井・月岡健二,差し,30.9,7,8,C1七 八,41.0,498(+5),大井,14,中1週,,,0,デクラレーションオブウォー,ゼンノロブロイ,
8,5,アレグランサ,牡4,達城龍,大井・吉井竜一,先行,37.0,8,3,メリー・(C1),40.2,510(+17),大井,99,中13週,,,0,イスラボニータ,Smart Strike,
9,6,バジルフレイバー,牝8,東原悠,大井・井上弘之,差し,37.9,9,4,C2三 (C2四),38.7,475(+4),大井,12,中1週,,,0,ホッコータルマエ,スウェプトオーヴァーボード,
10,6,ケイコウギュウゴ,牡4,桑村真,大井・栗田裕光,差し,124.9,13,9,いちごの(C1),39.6,447(-9),佐賀,23,中2週,,,0,バゴ,ステイゴールド,
11,7,キングオブワールド,牡4,安藤洋,大井・藤田輝信,追込,78.4,12,11,C1七 八,41.8,501(0),大井,14,中1週,,,0,トゥザワールド,ハービンジャー,
12,7,クインズマカロン,牝4,高橋昭,大井・立花伸,差し,25.7,6,5,C1七 八,41.0,413(-1),大井,14,中1週,,,0,マインドユアビスケッツ,エスポワールシチー,
13,8,ピンネシリ,牡5,石川倭,大井・真島大輔,差し,6.6,4,2,ブラック(C1),38.3,513(+21),大井,169,中23週,,,0,ゴールドアクター,ヘニーヒューズ,
14,8,ヴィラスターリ,牡4,藤田凌,大井・橋本和馬,先行,2.5,1,1,C2四 (C2五),40.5,513(+2),大井,28,中3週,,,0,カリフォルニアクローム,ゼンノロブロイ,
