券種,組み合わせ,配当,人気
単勝,5,440,3
複勝,5,190,3
複勝,13,230,4
複勝,8,160,2
枠連,4-8,1700,6
馬連,5-13,1470,6
ワイド,5-13,510,6
ワイド,5-8,370,3
ワイド,8-13,420,5
馬単,5-13,3040,11
3連複,5-8-13,1810,4
3連単,5-13-8,11390,32
