馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジルクン,牡4,笹川翼,大井・月岡健二,差し,8.2,3,4,C2八 九,37.8,421(+4),大井,19,中2週,,,0,オルフェーヴル,Stormy Atlantic,
2,2,クライトゥナイト,牝6,中村尚,大井・渡辺和雄,先行,5.3,2,2,C2八 九,39.1,489(-3),大井,19,中2週,,,0,ヴァンセンヌ,キンシャサノキセキ,
3,3,コンゴウ,牡4,西啓太,大井・橋本和馬,差し,9.0,4,1,C215(C216),38.9,487(+5),大井,207,中29週,,Y,0,モーニン,スエヒロコマンダー,
4,3,リュウノワールド,牡4,高野誠,大井・鷹見浩,差し,12.2,8,3,C2八 九,37.3,472(-6),大井,19,中2週,,,0,ゴールドドリーム,ディープスカイ,
5,4,キルコネクション,牝4,高橋優,大井・赤嶺亮,先行,25.5,11,11,C2八 九,40.3,437(-5),大井,19,中2週,,,0,ルックスザットキル,ブラックタイド,
6,4,ミキノカラクリバコ,牡8,鷹見陸,大井・村上頼章,差し,55.5,13,5,C2十 (C211),39.7,528(-5),大井,20,中2週,,,0,タイムパラドックス,パーソナルラッシュ,
7,5,プレインコート,牝4,菅原涼,大井・堀千亜樹,差し,150.0,14,10,C2八 九,39.7,419(-2),大井,19,中2週,,,0,ロードカナロア,ハーツクライ,
8,5,イオリ,牝4,東原悠,大井・庄子昭彦,差し,48.0,12,5,C2八 九,38.1,432(-6),大井,19,中2週,,,0,イスラボニータ,ロージズインメイ,
9,6,ジャスミン,牝4,佐野遥,大井・栗田泰昌,先行,10.3,6,6,ディキ・(C2),39.0,473(-5),大井,18,中2週,,,0,サトノアラジン,ブライアンズタイム,
10,6,タカノドリーム,牡7,安藤洋,大井・栗田裕光,差し,17.3,9,4,ディキ・(C2),39.0,496(-5),大井,18,中2週,,,0,アドマイヤムーン,タップダンスシチー,
11,7,サヴォイア,牡5,藤田凌,大井・堀千亜樹,先行,3.8,1,2,C2十 (C211),39.0,463(-4),大井,20,中2週,,,0,モーニン,スペシャルウィーク,
12,7,ゴーディアンノット,セ5,新原周,大井・鷹見浩,差し,10.5,7,2,C2八 九,38.8,469(-1),大井,19,中2週,,,0,レイデオロ,ジャングルポケット,
13,8,エムオーナイナー,牡8,達城龍,大井・久保杉隆,差し,18.0,10,8,C2八 九,38.0,480(-1),大井,19,中2週,,,0,アドマイヤムーン,ゼンノロブロイ,
14,8,エスケイイーグル,牡5,藤本現,大井・井上弘之,差し,9.9,5,5,ディキ・(C2),38.5,498(-1),大井,18,中2週,,,0,カリフォルニアクローム,サクラバクシンオー,
