券種,組み合わせ,配当,人気
単勝,3,240,1
複勝,3,140,1
複勝,12,810,10
複勝,5,190,4
枠連,3-8,6810,18
馬連,3-12,10840,26
ワイド,3-12,2960,27
ワイド,3-5,300,1
ワイド,5-12,3750,35
馬単,3-12,16030,50
3連複,3-5-12,15640,47
3連単,3-12-5,82990,248
