券種,組み合わせ,配当,人気
単勝,9,260,1
複勝,9,120,1
複勝,2,140,2
複勝,13,160,3
枠連,2-5,710,3
馬連,2-9,810,3
ワイド,2-9,330,2
ワイド,9-13,270,1
ワイド,2-13,350,3
馬単,9-2,1250,4
3連複,2-9-13,950,1
3連単,9-2-13,4590,4
