券種,組み合わせ,配当,人気
単勝,8,1290,6
複勝,8,280,5
複勝,3,620,8
複勝,4,170,1
枠連,3-6,6220,16
馬連,3-8,11180,33
ワイド,3-8,1860,23
ワイド,4-8,690,7
ワイド,3-4,1540,18
馬単,8-3,22920,65
3連複,3-4-8,11260,42
3連単,8-3-4,108170,367
