馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,グリンバーム,牡3,杉山海,大井・市村誠,先行,215.7,15,11,3歳六 (3歳七),42.3,490(+8),大井,125,中17週,,,0,タワーオブロンドン,マーベラスサンデー,
2,1,ライクアウィンド,牝3,Ｆ．ゴ,大井・渡辺和雄,差し,2.7,1,1,3歳九 (3歳十),39.0,455(-3),大井,21,中2週,,,0,ホッコータルマエ,Theatrical,
3,2,フライトナース,牝3,谷内貫,大井・嶋田幸晴,差し,469.6,16,12,3歳六 (3歳七),40.9,500(+5),大井,20,中2週,,,0,イスラボニータ,エンパイアメーカー,
4,2,プルミエミッキー,牝3,田中洸,大井・橋本和馬,先行,11.9,5,5,3歳四 五,39.4,477(+2),大井,41,中5週,,,0,ミスターメロディ,バゴ,
5,3,ナムラソラン,牝3,西優哉,大井・澤佳宏,差し,7.7,4,5,3歳四 五,39.1,436(-9),大井,19,中2週,,,1,ミスチヴィアスアレックス,ディープインパクト,
6,3,ピーキーグレイス,牝3,鷹見陸,大井・森下淳平,先行,49.8,9,13,3歳六 (3歳七),46.3,459(+3),大井,20,中2週,,,0,マジェスティックウォリアー,ルーラーシップ,
7,4,リックシーリン,牡3,小野俊,大井・村上頼章,差し,88.5,12,2,3歳九 (3歳十),39.1,488(-9),大井,127,中17週,,,0,ヴァンセンヌ,Songandaprayer,
8,4,キミオウ,牡3,高橋昭,大井・立花伸,差し,59.5,10,6,3歳四 (3歳五),37.8,541(+1),大井,160,中22週,,,0,ヴァンゴッホ,Catcher In The Rye,
9,5,ラブリーネイティブ,牝3,藤本現,大井・中道啓二,差し,93.3,13,3,3歳六 (3歳七),40.4,446(+2),大井,20,中2週,,,0,ヘンリーバローズ,Bernardini,
10,5,リオマダムレッド,牝3,木澤奨,大井・吉井竜一,差し,43.4,8,5,3歳六 (3歳七),40.6,468(-3),大井,20,中2週,,,1,コパノリッキー,エンパイアメーカー,
11,6,ラインメテオラ,牡3,新原周,大井・鷹見浩,先行,3.6,2,10,3歳未勝利,37.6,491(+11),小倉,52,中6週,Y,,3,リオンディーズ,Cape Cross,
12,6,ダイナマイトガンモ,牝3,笹川翼,大井・福田真広,差し,14.3,6,2,3歳六 (3歳七),41.6,467(-3),大井,20,中2週,,,0,バゴ,アドマイヤムーン,
13,7,ワイドポティロン,牝3,本田正,大井・福永敏,追込,5.4,3,9,3歳未勝利,37.4,447(+31),阪神,81,中11週,Y,,3,フィレンツェファイア,Wicked Strong,
14,7,ディオスデルマール,牝3,達城龍,大井・大宮和也,差し,63.2,11,4,3歳六 (3歳七),40.1,452(-1),大井,20,中2週,,,0,ミスチヴィアスアレックス,ジャスタウェイ,
15,8,シーフレッシュ,牝3,佐野遥,大井・納谷和玖,逃げ,167.5,14,6,3歳六 (3歳七),42.1,442(-3),大井,20,中2週,,,0,モズアスコット,トゥザグローリー,
16,8,アーメダバード,牡3,和田譲,大井・佐野謙二,差し,30.8,7,14,3歳六 (3歳七),43.4,536(-9),大井,20,中2週,,,0,アジアエクスプレス,キンシャサノキセキ,
