券種,組み合わせ,配当,人気
単勝,3,380,2
複勝,3,200,3
複勝,2,240,5
複勝,8,180,2
枠連,2-2,1890,8
馬連,2-3,1860,10
ワイド,2-3,800,12
ワイド,3-8,440,4
ワイド,2-8,700,10
馬単,3-2,2610,7
3連複,2-3-8,2660,7
3連単,3-2-8,9780,18
