着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,ブラックゴエ,牡4,56.0,町田直希,1:46.8,,10,31.3,40.2,大井 渡部則夫,487(-4)
2,7,12,ベッティーナ,牝5,54.0,古岡勇樹,1:46.9,3/4,8,11.6,40.0,大井 遠藤茂,441(-8)
3,8,14,トウキョーバサラ,牝5,51.0,▲杉山海波,1:47.4,2.1/2,12,39.6,40.7,大井 村上頼章,396(+2)
4,8,13,テルケンユミカブト,牝5,54.0,新原周馬,1:47.5,3/4,14,136.6,41.2,大井 澤佳宏,503(+1)
5,7,11,リュウグウノユメ,牝4,54.0,菅原涼太,1:47.6,1/2,7,11.0,40.9,大井 橋本和馬,439(+3)
6,2,2,ウォーバックス,セ8,56.0,岡村健司,1:48.0,2,1,4.1,41.1,大井 遠藤茂,465(-2)
7,5,8,ヘデンバージャイト,牝5,54.0,石川駿介,1:48.1,3/4,2,5.3,41.8,大井 松浦裕之,487(-7)
8,3,3,サブノルアナ,牝4,53.0,☆中山遥人,1:48.3,3/4,4,7.9,41.0,大井 阪本一栄,451(+2)
9,1,1,エクスプローラー,牡7,56.0,本村直樹,1:48.3,クビ,6,10.1,41.3,大井 納谷和玖,471(+1)
10,6,10,ジェムストンパワー,牡4,53.0,▲高橋優,1:48.6,1.1/2,13,54.7,42.2,大井 栗田裕光,439(+4)
11,6,9,ファイストス,牝5,51.0,▲西優哉,1:48.6,ハナ,3,6.3,41.6,大井 須田和伸,474(+3)
12,3,4,ホウライショウ,牝4,54.0,松崎正泰,1:48.8,1,5,9.5,40.9,大井 高野毅,498(-4)
13,5,7,アンパオ,牝5,54.0,横川怜央,1:49.4,3,9,21.8,42.1,大井 久保杉隆,438(0)
14,4,6,ディーノエナジー,セ7,55.0,☆谷内貫太,1:50.7,6,11,35.0,43.4,大井 堀千亜樹,509(+4)
