馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ミドルマン,牡3,和田譲,大井・吉井竜一,先行,7.6,3,3,3歳九 (3歳十),39.1,512(-3),大井,16,中1週,,,0,シャンハイボビー,キンシャサノキセキ,
2,2,マエストーソギャル,牝3,安藤洋,大井・月岡健二,逃げ,2.9,2,1,3歳14,39.7,507(+4),大井,17,中1週,,,0,マジェスティックウォリアー,トビーズコーナー,
3,3,リュウノギフト,牡3,藤本現,大井・鷹見浩,差し,60.8,9,4,3歳六 (3歳七),40.2,456(-1),大井,15,中1週,,,0,ビーチパトロール,スクリーンヒーロー,
4,4,デリヴァランス,牝3,石川駿,大井・高橋清顕,差し,15.4,6,4,3歳六 (3歳七),41.3,440(0),大井,15,中1週,,,0,モーニン,ディープインパクト,
5,5,ラインシルバー,牡3,新原周,大井・鷹見浩,追込,12.9,4,3,3歳六 (3歳七),40.4,434(+8),大井,15,中1週,,,0,フリオーソ,ハーツクライ,
6,5,ドリームパンサー,牝3,本田正,大井・高野毅,差し,61.2,10,9,3歳六 (3歳七),39.3,465(-1),大井,15,中1週,,,0,ゴールドドリーム,スキャターザゴールド,
7,6,ボワヴェール,牝3,笹川翼,大井・藤田輝信,差し,2.2,1,2,カナリア(2歳),38.2,459(-3),大井,148,中20週,,,0,ルヴァンスレーヴ,フジキセキ,
8,6,マドモアゼルロゼ,牝3,,大井・阪本一栄,差し,184.9,12,10,3歳六 (3歳七),44.3,491(-3),大井,15,中1週,,,0,ミスターメロディ,アグネスタキオン,
9,7,クリノエーデル,牝3,,大井・鈴木啓之,差し,31.0,7,9,3歳四 五,42.1,444(-7),大井,13,中1週,,,0,シャンハイボビー,フレンチデピュティ,
10,7,シンシア,牝3,鷹見陸,大井・須田和伸,先行,37.5,8,2,3歳九 (3歳十),39.5,444(-1),大井,16,中1週,,,0,クリソベリル,ディープインパクト,
11,8,プレイバック,牡3,菅原涼,大井・井上弘之,追込,76.5,11,8,3歳六 (3歳七),41.9,449(-8),大井,15,中1週,,,0,エスポワールシチー,エンドスウィープ,
12,8,マサノエターナル,牡3,藤田凌,大井・月岡健二,差し,14.1,5,6,3歳六 (3歳七),42.0,466(+1),大井,15,中1週,,,0,エスポワールシチー,キングカメハメハ,
