着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,5,ナインフォルド,牡3,56.0,矢野貴之,1:49.4,,3,5.2,38.0,大井 藤田輝信,509(0)
2,4,4,ルビーシールズ,牡3,56.0,鷹見陸,1:49.5,1/2,1,1.6,37.9,大井 立花伸,525(-3)
3,2,2,ジャスティス,牡3,56.0,達城龍次,1:50.2,3.1/2,4,11.7,38.9,大井 宗形竹見,469(-14)
4,1,1,ユーロハートビート,牡3,53.0,▲高橋優,1:51.2,5,6,86.7,39.2,大井 渡辺和雄,497(-3)
5,6,6,ウィルデッドリフト,牡3,56.0,石川倭,1:51.8,3,7,95.9,39.9,大井 松浦裕之,480(0)
6,3,3,リトルデビル,牡3,56.0,笹川翼,1:52.2,2,2,3.5,40.6,大井 荒山勝徳,509(0)
7,7,7,ゴルトフラッシュ,牡3,56.0,江里口裕,1:53.4,6,5,14.0,41.8,大井 鷹見浩,524(-1)
