着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,5,ゴールドグラント,牝4,54.0,和田譲治,1:14.5,,7,25.3,38.3,大井 嶋田幸晴,475(+6)
2,7,8,ガストフロント,牡4,56.0,安藤洋一,1:14.6,1/2,4,5.0,37.9,大井 月岡健二,449(-1)
3,8,9,ジーティーマジカル,牝4,54.0,藤田凌,1:14.6,クビ,2,3.0,38.8,大井 中道啓二,508(0)
4,8,10,クレイジーフルーツ,牝4,53.0,☆谷内貫太,1:14.7,1/2,9,121.1,38.3,大井 朝倉実,464(-1)
5,6,6,タイヘイノヨ,セ5,53.0,▲高橋優,1:15.6,4,8,47.6,40.2,大井 鷹見浩,524(+10)
6,7,7,アオイコウキ,牡6,56.0,高橋昭平,1:15.7,1/2,5,20.0,38.8,大井 市村誠,509(+6)
7,2,2,ケイコウギュウゴ,牡4,56.0,千田洋,1:15.7,アタマ,10,161.8,39.0,大井 栗田裕光,449(+1)
8,4,4,ナンセイタイム,牡5,56.0,笹川翼,1:16.2,2.1/2,1,2.8,40.9,大井 米田英世,481(-7)
9,1,1,アイルビリーヴ,牡4,53.0,▲杉山海波,1:16.3,クビ,6,21.6,41.1,大井 藤田輝信,492(-1)
10,3,3,アミフジモアナ,牝5,54.0,菅原涼太,1:17.0,3.1/2,3,4.9,41.7,大井 堀千亜樹,488(-5)
