着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,グランマローネ,牡3,56.0,藤本現暉,1:28.6,,2,6.8,38.4,大井 蛯名雄太,487(-9)
2,5,5,マジックエレガンス,牝3,54.0,和田譲治,1:28.8,1.1/4,1,1.3,39.0,大井 福永敏,450(+7)
3,3,3,タケゾウ,牡3,56.0,藤田凌,1:30.4,8,5,12.3,39.4,大井 佐野謙二,455(+2)
4,7,7,キューティーハード,牝3,54.0,笹川翼,1:30.5,1/2,3,9.1,40.2,大井 阪本一栄,463(-2)
5,8,9,アタックオフェール,牡3,55.0,☆谷内貫太,1:30.6,1/2,4,9.9,39.7,大井 森下淳平,454(-3)
6,2,2,ポルタロマーナ,牝3,54.0,達城龍次,1:31.3,3.1/2,8,108.0,41.9,大井 高野毅,512(+1)
7,8,10,ミラクルロマンス,牝3,53.0,☆中山遥人,1:31.8,2.1/2,7,64.4,40.5,大井 納谷和玖,423(+2)
8,6,6,アヒレウス,牡3,56.0,安藤洋一,1:32.8,5,10,160.1,39.5,大井 宗形竹見,540(+6)
9,4,4,シーフレッシュ,牝3,54.0,矢野貴之,1:33.8,5,6,18.8,44.3,大井 納谷和玖,456(-1)
10,7,8,アリアケグレイト,牝3,54.0,鷹見陸,1:34.6,4,9,135.9,39.3,大井 渡部則夫,474(+3)
