着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,12,フィリピーヌ,牝6,54.0,矢野貴之,1:44.2,,2,7.2,40.5,大井 福永敏,496(0)
2,8,13,アイアムイブシギン,牡5,56.0,鷹見陸,1:44.2,クビ,3,20.8,40.5,大井 澤佳宏,488(-1)
3,6,10,ベイデンフラッシュ,セ4,56.0,笹川翼,1:44.6,2,1,1.1,40.8,大井 福田真広,480(+13)
4,4,5,ミンナノブンモ,セ7,56.0,達城龍次,1:44.7,1/2,6,51.3,40.7,大井 久保杉隆,473(+3)
5,1,1,ゴッドモード,牡7,55.0,☆谷内貫太,1:45.1,2,8,68.9,40.7,大井 市村誠,485(0)
6,5,7,パンオショコラ,牝5,54.0,中村尚平,1:45.2,1/2,5,29.7,41.3,大井 村上頼章,496(+1)
7,6,9,ブッコワース,牡5,56.0,江里口裕,1:45.3,クビ,7,58.0,40.0,大井 佐々木洋,452(+1)
8,5,8,マキズシトイナ,牡5,53.0,▲杉山海波,1:45.8,2.1/2,11,82.5,41.4,大井 高橋清顕,493(+11)
9,4,6,ラバテラジェーン,牝4,54.0,野畑凌,1:45.9,1/2,12,163.2,40.1,大井 市村誠,464(+4)
10,2,2,ジャスミンカーラ,牝7,54.0,藤本現暉,1:46.0,3/4,9,72.2,41.9,大井 村上頼章,426(+3)
11,3,3,スモモモモモモモモ,牝8,54.0,田中洸多,1:47.0,5,4,24.1,43.1,大井 佐宗応和,446(+2)
12,3,4,ラインストライカー,セ7,56.0,本村直樹,1:47.1,1/2,13,174.5,42.1,大井 鷹見浩,471(+1)
13,7,11,ヒロノキラメキ,牡4,56.0,石川駿介,1:47.1,アタマ,14,175.9,41.7,大井 井上弘之,426(0)
14,8,14,エルモッソペンドロ,牡4,56.0,東原悠善,1:47.2,クビ,10,78.8,41.0,大井 澤佳宏,413(-7)
