着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,クミンフレイバー,牝5,54.0,新原周馬,1:13.4,,4,18.5,37.3,大井 真島大輔,461(-6)
2,6,9,ミルトマジック,牡4,56.0,西啓太,1:13.7,1.3/4,1,1.0,37.1,大井 橋本和馬,472(-6)
3,4,5,ブラボーキングダム,セ5,56.0,安藤洋一,1:14.5,4,2,11.4,37.2,大井 藤田輝信,495(-8)
4,8,12,アスフォデロース,牝5,54.0,和田譲治,1:14.6,3/4,3,16.6,38.2,大井 宗形竹見,457(+7)
5,7,10,ナックジャスパー,牝6,54.0,高橋昭平,1:14.6,ハナ,5,24.9,38.4,大井 立花伸,484(-7)
6,6,8,トサノオウマサン,牝4,51.0,▲小野俊斗,1:14.8,1.1/4,11,161.3,37.2,大井 栗田泰昌,400(-2)
7,8,13,デルタウェーブ,牝4,54.0,吉井章,1:14.9,クビ,12,163.7,37.2,大井 堀江仁,479(-6)
8,2,2,ベンハー,牡6,53.0,▲高橋優,1:15.0,1/2,6,26.4,38.3,大井 高橋清顕,523(+9)
9,5,6,マイフェアレディ,牝4,53.0,☆中山遥人,1:15.1,3/4,10,141.3,38.2,大井 佐宗応和,471(+1)
10,7,11,チェイスザファイア,セ4,56.0,中村尚平,1:15.1,ハナ,8,77.9,38.3,大井 渡辺和雄,499(-8)
11,5,7,ジョーアラモード,牡6,56.0,鷹見陸,1:15.3,1,7,67.0,37.0,大井 蛯名雄太,479(+5)
12,1,1,トーセンアマンダ,牝8,54.0,遠藤健太,1:15.6,1.1/2,13,314.2,38.1,大井 遠藤茂,493(-1)
13,4,4,マジックタイプ,牡4,56.0,達城龍次,1:15.6,アタマ,9,117.7,37.5,大井 久保杉隆,473(+7)
