着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,11,インティコン,牡4,56.0,矢野貴之,2:40.2,,1,3.1,39.7,大井 藤田輝信,497(-4)
2,2,2,ケンオーシャン,牡4,56.0,藤本現暉,2:41.7,7,8,23.9,40.8,大井 高橋清顕,488(-3)
3,4,6,ツートンショコラ,牝5,54.0,飛田愛斗,2:41.8,1/2,9,27.4,41.1,大井 蛯名雄太,476(+1)
4,5,8,ハックルベリー,牡4,56.0,藤田凌,2:41.8,クビ,4,12.7,40.9,大井 佐野謙二,506(-4)
5,3,3,コウフウセイゲツ,牡4,56.0,御神本訓,2:42.1,1.1/2,11,30.6,41.8,大井 田中正人,437(-4)
6,5,7,テーオードリアン,牝6,54.0,和田譲治,2:42.1,ハナ,3,4.6,42.0,大井 中道啓二,472(0)
7,4,5,ユイノガリクソン,牡4,56.0,東原悠善,2:42.4,1.1/2,10,29.3,41.7,大井 澤佳宏,422(-2)
8,7,12,スペイスフォース,牡7,56.0,安藤洋一,2:42.4,クビ,2,3.7,42.3,大井 橋本和馬,502(-4)
9,1,1,アンジュパラディ,牝4,54.0,新原周馬,2:42.6,3/4,5,13.9,42.1,大井 須田和伸,440(-3)
10,6,10,ビートリニティ,牝5,54.0,吉井章,2:43.5,4,6,14.5,43.2,大井 鈴木啓之,472(-4)
11,8,14,ベクトルマッハ,牡4,56.0,江里口裕,2:43.5,アタマ,7,23.6,43.4,大井 上杉昌宏,498(0)
12,6,9,ハヴィティペイ,牡8,56.0,本村直樹,2:44.0,2.1/2,14,234.7,42.5,大井 高岩孝敏,482(-1)
13,8,13,ウェイトノーモア,牡4,56.0,横川怜央,2:44.7,3.1/2,13,63.3,43.8,大井 的場直之,506(+4)
中止,3,4,グランドターギー,牡4,56.0,石川倭,,,12,46.5,,大井 渡辺和雄,473(-2)
