コーナー,通過順
1コーナー,"3,(5,8),(4,7),(6,10,11),(1,2,9)"
2コーナー,"3,(5,8),4,7,(6,11,9),10,(1,2)"
3コーナー,"(5,8),3,(4,7),9,(6,11),(1,10,2)"
4コーナー,"(5,8),(3,7),4,(11,9),6,(1,10,2)"
