券種,組み合わせ,配当,人気
単勝,12,720,2
複勝,12,110,2
複勝,13,210,3
複勝,10,100,1
枠連,7-8,1900,7
馬連,12-13,2390,9
ワイド,12-13,370,3
ワイド,10-12,150,1
ワイド,10-13,240,2
馬単,12-13,5830,13
3連複,10-12-13,550,1
3連単,12-13-10,9060,30
