着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,8,ファーストメイト,牡5,56.0,藤田凌,2:08.5,,2,6.0,39.6,大井 阪本一栄,469(-6)
2,5,7,トワイライト,牡4,56.0,矢野貴之,2:08.5,アタマ,1,1.5,40.0,大井 福永敏,449(-1)
3,8,13,リアンフォール,牡5,56.0,鷹見陸,2:09.5,5,5,14.7,39.3,大井 米田英世,487(-1)
4,3,4,キャロルビアンカ,牝6,51.0,▲杉山海波,2:09.5,クビ,9,79.0,39.0,大井 松浦裕之,490(-8)
5,4,5,マルチライセンス,セ5,56.0,古岡勇樹,2:09.6,クビ,12,254.0,39.2,大井 遠藤茂,470(-2)
6,4,6,ジューンバタフライ,牝5,54.0,千田洋,2:10.1,2.1/2,8,51.8,41.7,大井 松浦裕之,456(-4)
7,1,1,センジュ,牡7,55.0,☆谷内貫太,2:10.3,1,10,192.8,40.7,大井 佐々木洋,478(-1)
8,2,2,フェルメール,牡5,56.0,吉原寛人,2:10.4,3/4,6,14.9,41.6,大井 福田真広,514(0)
9,6,9,グリークトレジャー,牡4,56.0,本田正重,2:11.9,7,7,47.0,42.4,大井 田中正人,454(-11)
10,8,14,エーデルワイス,牝4,54.0,野畑凌,2:12.0,1/2,4,8.5,42.9,大井 坂井英光,508(+9)
11,7,11,カラーオブジアース,牡5,56.0,東原悠善,2:12.2,3/4,13,347.3,42.3,大井 井上弘之,482(-4)
12,3,3,オンリーユーズド,セ4,56.0,江里口裕,2:12.4,1.1/4,3,8.1,44.1,大井 上杉昌宏,484(+1)
13,6,10,デルバイス,牡7,56.0,遠藤健太,2:13.0,3,14,698.9,41.7,大井 佐々木忠,439(-1)
14,7,12,ケイコウギュウゴ,牡4,55.0,☆中山遥人,2:16.7,大,11,215.4,46.9,大井 栗田裕光,456(+1)
