券種,組み合わせ,配当,人気
単勝,3,160,1
複勝,3,140,2
複勝,5,410,4
馬連,3-5,1930,5
ワイド,3-5,380,6
ワイド,3-4,230,2
ワイド,4-5,900,11
馬単,3-5,1960,6
3連複,3-4-5,1800,6
3連単,3-5-4,6790,22
