着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,14,オオマサ,牡4,56.0,笹川翼,1:28.1,,1,1.2,37.5,大井 鷹見浩,524(-1)
2,4,6,バレル,牡7,56.0,西啓太,1:28.2,3/4,2,9.1,37.5,大井 堀江仁,481(-8)
3,6,10,ヴュルディヒ,牡4,56.0,吉原寛人,1:28.6,2,3,10.9,37.7,大井 米田英世,486(-1)
4,1,1,トーケンサワー,牝4,54.0,千田洋,1:28.6,クビ,4,16.9,37.7,大井 松浦裕之,449(0)
5,4,5,ルーシーノワール,牝4,51.0,▲杉山海波,1:29.2,3,7,29.9,38.5,大井 村上頼章,421(-4)
6,7,12,ヴァンビー,セ5,56.0,藤本現暉,1:29.4,1,10,162.2,39.0,大井 上杉昌宏,508(-1)
7,2,2,キタサンユニゾン,牡8,56.0,野畑凌,1:29.5,1/2,5,21.8,38.3,大井 米田英世,492(0)
8,3,4,コスモコンクエスト,牡9,56.0,高橋昭平,1:29.6,3/4,8,75.0,38.4,大井 立花伸,554(+4)
9,3,3,ヴォイスオブゼウス,牡4,56.0,本田正重,1:29.6,ハナ,6,27.8,38.2,大井 赤嶺亮,469(+2)
10,7,11,アトラスライズ,牝5,54.0,安藤洋一,1:30.1,2.1/2,12,192.1,38.8,大井 鷹見浩,449(-1)
11,6,9,ヒョンニム,牡4,56.0,石川倭,1:30.1,アタマ,13,223.3,38.6,大井 赤嶺亮,475(-1)
12,8,13,アンニンドウフ,牡6,56.0,本橋孝太,1:30.3,3/4,9,150.9,38.5,大井 赤嶺本浩,501(+6)
13,5,7,ベストリオン,牡7,56.0,藤田凌,1:30.4,1/2,11,171.3,39.0,大井 橋本和馬,483(-3)
14,5,8,チャンチャン,牡5,56.0,石川駿介,1:30.6,1.1/4,14,486.8,38.6,大井 納谷和玖,474(-2)
