着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,6,レディバランタイン,牝4,53.0,吉田豊,1:07.4,,13,42.6,33.1,美浦加藤征,472(-2)
2,2,4,メイショウゲンセン,牝6,53.0,田中勝,1:07.4,クビ,9,21.8,34.4,栗東武幸,432(-8)
3,6,12,イルクオーレ,セ5,58.0,荻野極,1:07.5,クビ,6,11.9,34.4,美浦高橋文,498(+6)
4,4,8,ミッキーハーモニー,牝4,55.0,横山和,1:07.5,クビ,1,2.5,33.5,美浦萩原,468(+4)
5,8,16,ユキノファラオ,牡5,55.0,内田博,1:07.7,1.1/4,14,144.0,34.2,美浦石毛,490(+2)
6,3,5,ホウオウノーサイド,牡4,56.0,田辺,1:07.7,アタマ,2,7.3,33.6,美浦斎藤誠,478(+4)
7,8,15,ブルースピリット,セ5,57.0,川田,1:07.8,クビ,3,7.4,34.5,栗東中内田,492(+6)
8,7,13,ショウナンラスボス,牡5,56.0,菅原明,1:07.8,クビ,4,7.8,34.4,美浦奥村武,472(+4)
9,5,9,スリーパーダ,牝4,54.0,横山武,1:07.9,1/2,8,19.8,34.8,栗東斉藤崇,424(+2)
10,6,11,オシリスブレイン,牡6,56.0,三浦,1:07.9,アタマ,11,37.3,34.3,美浦田村,504(+2)
11,1,1,フミロア,牝5,53.0,永野,1:07.9,アタマ,15,158.5,34.3,美浦黒岩,460(0)
12,5,10,アビエルト,牡6,56.0,石川,1:08.1,1,10,30.0,34.3,栗東杉山佳,498(0)
13,7,14,ジョニーズララバイ,牡7,55.0,横山琉,1:08.2,1,16,175.8,33.9,栗東音無,468(+6)
14,4,7,グランアリエル,牡4,55.0,柴田善,1:08.3,クビ,12,38.9,34.8,美浦小野,484(+8)
15,2,3,コスモカルナック,牡6,58.0,丹内,1:08.3,クビ,7,17.8,34.5,美浦加藤士,500(-2)
16,1,2,ゼログラヴィティ,牝5,55.0,ルメー,1:09.9,10,5,9.9,36.6,美浦岩戸,484(-8)
