着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,4,サンテックス,牡4,58.0,岩田望,1:36.1,,11,55.7,36.0,栗東浜田,532(-4)
2,2,3,サルヴァトーレ,牡4,58.0,菅原明,1:36.3,1,2,3.9,36.0,美浦和田郎,480(-2)
3,3,6,ウェイワードアクト,牡4,58.0,戸崎圭,1:36.3,ハナ,1,1.9,36.1,美浦田中博,542(+4)
4,8,16,コンティノアール,牡4,58.0,津村,1:36.4,3/4,3,5.9,36.1,栗東矢作,544(+4)
5,8,15,オンザライン,セ6,58.0,石橋脩,1:36.5,3/4,10,52.0,35.5,美浦大和田,452(-2)
6,7,13,パーティーベル,牡5,58.0,ルメー,1:36.6,3/4,4,12.4,35.9,栗東松永幹,460(+2)
7,6,12,マリアナトレンチ,牡4,58.0,三浦,1:36.8,1,7,34.1,36.3,栗東音無,470(-6)
8,5,9,ストライク,牡4,58.0,オシェ,1:36.9,3/4,5,19.1,36.2,美浦加藤士,502(-2)
9,1,2,アースライザー,セ7,58.0,木幡巧,1:37.1,3/4,15,349.9,36.0,美浦鈴木慎,490(-2)
10,6,11,メイショウモズ,牡4,58.0,柴田善,1:37.2,3/4,12,71.3,36.4,栗東石橋,502(-10)
11,4,8,イグザルト,牡5,58.0,江田照,1:37.5,1.1/2,6,27.4,36.4,美浦田中剛,502(0)
12,1,1,フランスゴデイナ,牡6,58.0,御神本,1:37.5,クビ,8,40.5,36.3,栗東森秀,492(-6)
13,5,10,オールフラッグ,牡5,58.0,内田博,1:37.7,1.1/2,13,232.4,37.2,美浦奥村武,488(0)
14,3,5,カシノブレンド,セ8,58.0,原,1:37.8,クビ,14,284.9,36.4,美浦蛯名利,470(+4)
15,4,7,デルマオニキス,牡7,58.0,菊沢,1:37.9,1/2,16,468.3,36.9,美浦勢司,500(-2)
16,7,14,ベンテイガ,牡5,58.0,北村友,1:38.6,4,9,42.2,38.0,美浦戸田,504(-8)
