着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,テーオーステルス,牡5,57.0,川田,1:24.5,,5,11.2,37.3,栗東奥村豊,540(0)
2,8,14,スマートフォルス,牡4,56.0,武豊,1:24.6,3/4,2,5.1,36.6,栗東吉村,482(+2)
3,2,2,サンライズアムール,牡5,58.0,松山,1:24.6,ハナ,3,5.8,37.5,栗東小林,520(-6)
4,4,7,タガノクリステル,牝5,56.0,和田竜,1:24.9,1.3/4,6,21.9,37.2,栗東長谷川,496(-2)
5,8,15,デシエルト,牡5,58.0,戸崎圭,1:24.9,ハナ,1,2.0,36.9,栗東安田隆,532(0)
6,3,5,クインズメリッサ,牝6,55.0,藤懸,1:25.0,クビ,11,93.1,36.6,栗東宮本,484(0)
7,2,3,サトノテンペスト,牡6,57.0,Mデム,1:25.1,3/4,8,37.3,37.1,栗東高橋亮,512(0)
8,7,12,タイセイアベニール,牡9,58.0,鮫島駿,1:25.2,クビ,15,343.8,36.9,栗東西村,498(+4)
9,4,6,メタマックス,牡4,56.0,岩田望,1:25.2,ハナ,4,7.0,37.7,栗東森秀,522(-6)
10,5,9,メイショウカズサ,牡7,61.0,団野,1:25.2,ハナ,12,94.7,37.0,栗東安達,490(+6)
11,6,11,ナンヨーアイボリー,牝6,55.0,Aルメ,1:26.7,9,14,194.6,37.8,栗東松永幹,430(-4)
12,1,1,ワルツフォーラン,牝7,55.0,酒井,1:27.4,4,10,93.0,40.3,美浦小西,488(+6)
13,6,10,エンペザー,牡5,57.0,吉田隼,1:27.6,1.1/2,7,29.2,39.7,栗東田中克,502(+2)
14,3,4,プルパレイ,セ5,58.0,モリス,1:28.4,5,9,65.6,41.0,栗東須貝,490(-6)
15,5,8,メイショウテンスイ,牡7,58.0,松若,1:29.6,7,13,123.1,42.0,栗東河内,548(+10)
