馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,パースウェイド,牝4,ルメー,美浦・中舘,先行,3.4,2,1,4歳以上1勝クラス,37.4,472(-6),中山,49,中6週,Y,,3,ナダル,ゴールドアリュール,,
2,2,ピコシー,牡4,岩田康,美浦・奥村武,差し,10.9,5,3,,37.3,472(0),中山,15,中1週,Y,,3,サトノダイヤモンド,キングカメハメハ,,
3,3,ケイアイアルタイル,牡5,松山,栗東・梅田,先行,34.9,9,8,4歳以上2勝クラス,39.1,532(+2),阪神,35,中4週,Y,,3,ニューイヤーズデイ,Leroidesanimaux,,
4,4,ドゥマーヴェリック,牡4,坂井,美浦・萩原,,7.1,4,1,4歳以上1勝クラス,38.1,466(-2),中山,28,中3週,Y,,3,ドゥラメンテ,New Approach,,
5,5,フェスタリア,牡4,,美浦・矢野,差し,29.4,7,1,4歳以上1勝クラス,38.7,446(-4),中山,21,中2週,Y,,3,ゴールドドリーム,Cherokee Run,,
6,5,タイヨウフレア,牝4,佐々木,美浦・杉浦,差し,207.3,11,13,,38.1,506(-2),小倉,56,中7週,Y,,3,ドレフォン,ヴィクトワールピサ,,
7,6,ロードブレイズ,牡5,横山和,美浦・稲垣,差し,32.8,8,11,,39.3,506(0),中山,218,中30週,Y,Y,3,ロードカナロア,ダイワメジャー,,
8,6,メイショウジェンマ,牡6,団野,栗東・飯田,差し,123.0,10,7,4歳以上2勝クラス,37.8,458(-4),阪神,22,中2週,Y,,3,ホッコータルマエ,マンハッタンカフェ,,
9,7,サノノワンダー,牡4,戸崎圭,美浦・栗田,差し,2.3,1,6,4歳以上2勝クラス,37.4,520(-8),東京,56,中7週,Y,,3,ヘニーヒューズ,キングヘイロー,,
11,8,エーオーキング,牡4,西村淳,美浦・久保田,差し,20.7,6,12,,39.1,456(-4),中山,43,中5週,Y,,3,リアルスティール,タイキシャトル,,B
12,8,ドゥラエテルノ,牡4,武豊,栗東・武幸,先行,6.5,3,4,4歳以上2勝クラス,37.4,466(-10),阪神,57,中7週,Y,,3,ドゥラメンテ,ハービンジャー,,
