券種,組み合わせ,配当,人気
単勝,10,370,1
複勝,10,160,1
複勝,12,250,5
複勝,7,410,8
枠連,6-7,1470,6
馬連,10-12,1760,7
ワイド,10-12,660,6
ワイド,7-10,960,12
ワイド,7-12,1580,23
馬単,10-12,3080,9
3連複,7-10-12,7180,23
3連単,10-12-7,27650,89
