券種,組み合わせ,配当,人気
単勝,12,2120,6
複勝,12,280,6
複勝,5,240,5
複勝,8,110,1
枠連,4-8,6310,13
馬連,5-12,7740,19
ワイド,5-12,1340,17
ワイド,8-12,390,5
ワイド,5-8,330,3
馬単,12-5,21790,43
3連複,5-8-12,2330,8
3連単,12-5-8,42490,123
