券種,組み合わせ,配当,人気
単勝,8,240,1
複勝,8,130,1
複勝,3,140,2
複勝,14,640,10
枠連,3-5,300,1
馬連,3-8,370,1
ワイド,3-8,210,1
ワイド,8-14,1180,15
ワイド,3-14,1970,25
馬単,8-3,720,1
3連複,3-8-14,4720,10
3連単,8-3-14,14790,30
